job_title,required_skills,responsibilities,experience_required,education_required,candidate_skills,matched_score
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Account Reconciliation, Accounting, Accounts Payable, Accounts Receivable, AR, Billing, Budget, Cash Handling, Closing, Coaching, Communication Skills, Contracts, Credit, Customer Service, Financial, Forms, General Ledger, General Ledger Accounts, Grants, Groupwise, Instructing, Mentoring, Merchandising, Microsoft Office, Outlook, Organizational Skills, Packaging, Policies, Pricing, Public Speaking, Purchasing, Receiving, Reconciling, Research, Spreadsheets, Team Player, Time Management, Year-end",0.85
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Account Reconciliation, Accounting, Accounts Payable, Accruals, Accrual, Balance Sheet, Balance, Balance Sheets, Bank Reconciliation, Benefits, Billing, Budgeting, COBOL, Computer Programming, Corporate Accounting, Credit, Dialysis, Documentation, Senior Management, Expense Reports, Finance, Financial, Financial Reports, Financial Statements, Fixed Assets, General Ledger, Insurance, Letters, Access, Excel, Money, Powerpoint, Word, Month-end Closing, Month End Close, Primary Care, Processes, Profit and Loss, Real Estate, Reporting, Sales, SAP, Settlements, Tax, Taxes, Treasury, Year-end",0.6766666666666667
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Account Reconciliation, Accounting, General Accounting, Accounting Software, Accounts Payables, Accounts Receivables, Arabic, Balance Sheet, Bank Reconciliations, Banking, Billing, Bookkeeping, Budgeting, Budgets, Budget, Closing, Strong Communication Skills, Controller, Client, Clients, Documentation, English, Equity, Finance, Financial, Financial Analysis, Analyze Financial Statements, Financial Statements, Prepare Financial Statements, Fixed Assets, Forecasting, General Ledger, GL, Inventory, Investments, Ledger, Market, Access, Excel, Outlook, Powerpoint, MS Word, Monitors, Organizational, Payables, Payroll, Personnel, Problem Solving, Processes, Profit, Profit and Loss Account, Public Accounting, Express, Quickbooks, Reporting, Sales, Supervision, Swedish, Tax, Tax Returns, Year-end",0.5666666666666668
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Account Reconciliations, Accounting, Accounts Payable, Accounts Receivable, AP, Balance Sheet, Bank Reconciliation, Banking, Billing, Book, Client, Edit, Finance, Financials, Financial Reports, Preparing Financial Reports, Focus, Functional, General Ledger, GL, Inventory Control, Process Invoices, Invoice Processing, Invoicing, MBA, Mail, Office, Developer, Profit and Loss Statement, Coding, Reporting, Researching, SAP FI, SAP",0.7833333333333333
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Account Reconciliations, Results-oriented, Financial Reporting, Critical Thinking, Accounting Operations Professional, Analysis of Financial Systems, ERP (enterprise Resource Planning) Software, Excellent Facilitator, Accounting, General Accounting, Accounts Payable, Program Management",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting Operations, Complex Problem Solving, Effective Time Management, Strong Organizational Skills, General Ledger Accounting, Account Reconciliation Expert, Flexible Team Player, Strong Communication Skills, Netsuite, Epicor, Sage, Quickbooks, Office Master System, Peachtree, GLACIER Tax Prep, Intuit Payroll, Chasepaymentech, Word, Excel, Outlook",0.6833333333333332
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting Software, Autocad, Balance, Budget, Capital Expenditures, Handling Cash, Civil Engineering, Interpersonal Communications, Consulting, Contracts, Prepare Contract, Client, Customer Care, DC, Design and Construction, Engineering Design, Expense Reports, Filing, Marketing Research, Materials, Meetings, MS Excel, Office, MS Powerpoint, MS Word, Microstation, Peak, Prime, Project Plans, Express, Recording, Specification, Transportation, Utilities, Written Communication",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting System, Accounts Payable, Administrative Support, Agency, Auditing, Budget, Clerical, Closing, Conferences, Contracts, Copying, Client, Clients, Customer Service, Customer Service Skills, Database, Editing, English, Faxing, Filing, Finance, Financial, Financial Analyst, Financial Reports, Forms, Human Resources, Marketing Materials, Meetings, Access, Excel, Mail, Microsoft Office, Outlook, Powerpoint Presentations, Word, Communicator, Organizing, Payroll, People Soft, Personnel, Quick Learner, Safety, Scanning, Spanish, Spreadsheets, Spreadsheet, Tables, Team Player, Telephone, Transportation, Written",0.4833333333333334
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accountant, Administrative, Army, Agency, Backup, Book, Budget, Business Administration, Cash Flow, Contracts, DC, Documentation, Filing, Financial, GL, Home Office, IMS, International Business, Materials, Access, Excel, Microsoft Office, Office, Powerpoint, Word, Procurement, Purchasing, Receiving, Record Keeping, Transportation, Type, Workshops",0.8166666666666668
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accountant, Arabic, Balance Sheet, Bank Reconciliations, Resolve Customer Complaints, Customer Service, Databases, Delivery, English, Expense Reports, Financial, Financial and Accounting, Financial Statements, Forms, General Ledger, Lecturer, Excel, Office, Microsoft Word, Pricing, Quickbooks, Telephone, Workflow, Written",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accountant, Auditing, Trial Balance, Balance Sheet, Monthly Bank Reconciliations, Banking, Benefits, Bookkeeping, Budgets, Budget, BI, C, Community Health, Compliance Audits, Contract Management, Contracts, CPA, Credit, CRM, Client, Clients, Database, Database Management, Finance, Financial, Financial Audits, Financial Planning and Analysis, Financial Statement Preparation, Financial Statements, Prepare Financial Statements, Funds, General Ledger, GL, Great Plains, Home Health, Human Resource, Hyperion, Insurance, Inventory, Leadership, Microsoft Excel, Excel, Payroll, Process Payroll, Procurement, Proposal, Quickbooks, Relational Database, Reporting, Revenue Recognition, Sage, Sales, Tax, Taxes, Tax Returns, Validation",0.7833333333333333
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accounting Software, Accounts Payables, Accounts Payable, Accounts Receivables, Accrual, Administrative, Administrative Support, Trial Balance, Balance, Balance Sheet, Bank Reconciliation, Bookkeeping, Book, C, Driving License, Cash Management, Closing, Computer Peripherals, Credit, Clients, Data Entry, English, ERP, Finance, Financials, Financial, Fixed Assets, Funds, General Ledger, Hindi, Insurance, Internet Applications, Invoicing, Languages, Law, Legal, Letters, Managing, Excel, MS Office Applications, Office, Outlook, Powerpoint, Word, MIS, MYOB, Negotiating, Payroll, Policies, Purchasing, Quickbooks, Sales, Sales Analysis, Secretarial, Sound, Strategy, Supervision, Typing Speed, Xpert",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accounting Systems, Analytical Skills, Auditing, Automation, Billing, Budgeting, Budgets, Budget, Business Operations, Business Process, Cash-flow, Cash Flow, Closing, Contracts, CPA, Crystal Reports, Database Management, Essbase, Senior Management, Financial, Financial Accounting, Financial Analysis, Financial Analysis/planning, Financial Reporting, Financial Statements, Fixed Assets, Forecasting, General Ledger, Great Plains, Hyperion, Inventory, Ledger, Law, Market, MAS 90, Excel, MS Office, Negotiation, Enterprise, Peachtree, Personnel, Policies, Pricing, Processes, Quantitative Analysis, Quickbooks, Reconciling, Relationship Management, Reporting, Researching, Research, Sales, Sarbanesoxley, Strategic Planning, Tax Preparation, Tax, Taxes, Trend",0.4733333333333334
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Accounts Payable, Accounts Receivable, ADP, Advertising, AR, Balance Sheet, Balance, Bank Reconciliations, Benefits, Billing, Billings, Book Keeping, Budget, Cash Flow Projections, Cash Flow, Controller, Credit, Clients, Data Collection, Delivery, Documentation, Finance, Financial, Financial Reporting, Financial Statements, Fixed Assets, General Ledger, Inventory, Job Costing, Ledger, Legal, Materials, Meetings, Microsoft Access, Microsoft Excel, Excel, Microsoft Word, Negotiating, DBA, Payables, Payroll, Peachtree, Processes, Coding, Purchasing, Express, Quick Books, Quickbooks, Research, Sage, Sales, Spreadsheet, Tax, Software Support, Valuation, Year-end",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Apple Computers, Asset Management, Automation, Basic, Blueprints, Budgets, Budget, C, CA, Hardware, Concept, Contracts, Client, Database, DC, Delivery, Design and Construction, Directing, Electrical Systems, Electronics, Equipment Installation, Filling, Fire Protection, Food Safety, Hammer, HVAC, Instruction, Inventory Management, Inventory Control, Labor Relations, Layout, Logic, Logistics, Machinery, Maintenance Schedules, Manufacturing Processes, Materials, Mechanical, Microsoft Access, Microsoft NT Server, Microsoft Windows NT Server, Microwave, NEC, Network, Networks, Novell, Personnel, PLC Programming, PLC, Plumbing, Power Distribution, Process Control, Process Engineering, Programming, Quality, Quality Control, Radio, Record Keeping, Repairs, Repairing, Safety, Safety Codes, SCADA, Siemens PLC, Staffing, Supervising, Supervision, Surveys, Technical Support, Phones, Transmission, Troubleshooting, UHF, Utilities, Validation, VHF, View, Water Quality, Wonderware, Written",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Balance Sheet, Budgets, Client, Clients, Derivatives, Drafting, Equity, Financial, Financial Accounting, Financial Statements, Fixed Assets, Funds, Government, Information Technology, Inventory, Investments, Ledger, MA, Microsoft Excel, Natural, Payables, Processes, Programming, Real Estate, Research, Sales, Scheme, Telephone, Writing Skills",0.5066666666666667
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, C, Civil Engineer, Client, Documentation, English, Fast, Front Office, Director, Meeting Facilitation, Meetings, Access, Excel, Mail, Microsoft Office, Office, Outlook, Powerpoint, Word, Multi-line Telephone, Enterprise, Personnel, Pick, Proofing, Quality, Research, Self Motivated, Self-starter, Shipping, Spanish, Spreadsheets, Supervision, Typing, Written Communication",0.783333333
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounting, Sales, Inventory, Payroll, Reconciliations, Bookkeeper, Audits, Operations, Accounts Payable, Accounts Receivable, Assembly, Closings, Contracts, Customer Service, Direct Sales, Fixed Assets, Food Safety, Government Contracts, Logistics, Maintenance, Quality Assurance, Receptionist, Retail Sales, Shipping, USDA, Staffing, Cash, Clerk, Merchandising, Ordering, Automated Payroll, Payroll Processing, Software Training, Training, Accountant, Credit, Billing, CSI, Excel, MS Excel, Networking, Forecasting, GL, Telephone, Adjustments, Audit, Balance Sheet, Budgeting, Monthly Sales, Sales Tax, Annuities, CPA, Life Insurance, Procedure Writing, Project Management, Public Relations, Team Building, Administrative Manager, HR, Microsoft Office, Purchase Orders",0.5499999999999999
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounts Payables, Accounts Receivables, Accounts Payable, Accounts Receivable, Administrative Functions, Trial Balance, Banking, Budget, BI, Closing, Computer Applications, Credit, Clients, Customer Service, Data Entry, Delivery, Driving, Insurance, Inventory, Ledger, Access, Excel, Outlook, Powerpoint, Word, Mortgage Loan, Enterprise, Policies, Quickbooks, Sales, Sales Reports, Telecommunications, Workflow, Written",0.75
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounts Receivable Professional, Sales Software: Salesforce.com, Tapscan, Public Relations Software: Bacon's Mediasource, Factiva, Desktop Publishing Software: Photoshop, Illustrator, HTML",0.8166666666666668
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Accounts Receivable, AIA, Bank Reconciliation, Billing, Billings, Budgets, Daily Cash Receipts, Cash Flow, Consultant, Contracts, Controller, Clients, Financial, Financial Reports, Financial Statements, Forms, General Ledger, General Ledger Accounts, Government, Insurance, Meetings, Excel, Microsoft Office Applications, Office, Powerpoint, Pivot Tables, Presentations, Prime, Progress, Proposals, Express, Reporting, Spreadsheet, Tax, Timberline",0.65
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Active Directory, Bridges, Client, Designing, DHCP, DNS, Imaging, ITIL V, Managing, Messaging, Access, MCSE, Mail, Office, Outlook, Microsoft Technologies, Windows, Window, Migration, Network, Networks, Producer, Routers, Servers, SLA, Technical Support, Desktop Support, Troubleshooting, Upgrade",0.76
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Aderant/cms, Excel, Quickbooks Pro, SQL, Access, Peachtree, Hyperion Essbase, Financial Reporting, US GAAP Principles, IFRS, Bookkeeping, Budget Development, Individual Tax Returns",0.4833333333333333
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Administrative Assistant, Benefits, Clerical, Clients, Data Entry, Database, Features, Filing, Forms, GIS, Mailing, Meetings, Excel, Mail, Outlook, Sharepoint, Microsoft Office - Word, Office Equipment, Policies, Processes, Reception, Recording, Retail, Scanning, Telephone, Typing",0.85
AI Engineer,"Python, R or Java, TensorFlow, PyTorch, Scikit-learn","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Administrative Support, AP, Critical Thinking, Doors, Engineer, Senior Management, Forms, Functional, Leadership, Machinery, Navy, Oil, Organizational, Pearl, Personnel, Personnel Management, Pick, Problem Solving, Progress, Project Management, Proposals, Quality Assurance, Repairs, Reporting, Requirement, Switches, Time Management, Troubles, Technical Review, Blueprint Understanding, Project Support, Document Control, Engineering Operational Functions, Sharepoint, Manufacturing Systems Integration, Team Management",0.65
